timestamp,solved,solution,guess1,result1,guess2,result2,guess3,result3,guess4,result4,guess5,result5,guess6,result6
2026-02-12T01:00:00,yes,surge,crane,"c:absent,r:present,a:absent,n:absent,e:correct",torse,"t:absent,o:absent,r:correct,s:present,e:correct",sprue,"s:correct,p:absent,r:correct,u:present,e:correct",surge,"s:correct,u:correct,r:correct,g:correct,e:correct",,,,
2026-02-13T01:00:00,yes,mooch,crane,"c:present,r:absent,a:absent,n:absent,e:absent",locis,"l:absent,o:correct,c:present,i:absent,s:absent",touch,"t:absent,o:correct,u:absent,c:correct,h:correct",pooch,"p:absent,o:correct,o:correct,c:correct,h:correct",mooch,"m:correct,o:correct,o:correct,c:correct,h:correct",,
2026-02-14T01:00:00,yes,bloom,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:absent,o:present,i:absent,l:present,s:absent",pulmo,"p:absent,u:absent,l:present,m:present,o:present",gloom,"g:absent,l:correct,o:correct,o:correct,m:correct",bloom,"b:correct,l:correct,o:correct,o:correct,m:correct",,
2026-02-15T01:00:00,yes,skull,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:absent,o:absent,i:absent,l:correct,s:present",sully,"s:correct,u:present,l:present,l:correct,y:absent",skulk,"s:correct,k:correct,u:correct,l:correct,k:absent",skull,"s:correct,k:correct,u:correct,l:correct,l:correct",,
2026-02-16T01:00:00,yes,roost,crane,"c:absent,r:present,a:absent,n:absent,e:absent",loirs,"l:absent,o:correct,i:absent,r:present,s:present",roust,"r:correct,o:correct,u:absent,s:correct,t:correct",royst,"r:correct,o:correct,y:absent,s:correct,t:correct",roost,"r:correct,o:correct,o:correct,s:correct,t:correct",,
2026-02-17T01:00:00,yes,squad,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:present,l:absent,i:absent,o:absent,s:present",ustad,"u:present,s:present,t:absent,a:correct,d:correct",squad,"s:correct,q:correct,u:correct,a:correct,d:correct",,,,
2026-02-18T01:00:00,yes,mogul,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:absent,o:correct,i:absent,l:present,s:absent",moldy,"m:correct,o:correct,l:present,d:absent,y:absent",mogul,"m:correct,o:correct,g:correct,u:correct,l:correct",,,,
2026-02-19T01:00:00,yes,hoist,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:present,o:correct,i:correct,l:absent,s:present",moist,"m:absent,o:correct,i:correct,s:correct,t:correct",hoist,"h:correct,o:correct,i:correct,s:correct,t:correct",,,,
2026-02-20T01:00:00,yes,stank,crane,"c:absent,r:absent,a:correct,n:correct,e:absent",loans,"l:absent,o:absent,a:correct,n:correct,s:present",stand,"s:correct,t:correct,a:correct,n:correct,d:absent",stang,"s:correct,t:correct,a:correct,n:correct,g:absent",stank,"s:correct,t:correct,a:correct,n:correct,k:correct",,
2026-02-21T01:00:00,yes,awake,crane,"c:absent,r:absent,a:correct,n:absent,e:correct",slate,"s:absent,l:absent,a:correct,t:absent,e:correct",poake,"p:absent,o:absent,a:correct,k:correct,e:correct",quake,"q:absent,u:absent,a:correct,k:correct,e:correct",meake,"m:absent,e:absent,a:correct,k:correct,e:correct",awake,"a:correct,w:correct,a:correct,k:correct,e:correct"
2026-02-22T01:00:00,yes,guava,crane,"c:absent,r:absent,a:correct,n:absent,e:absent",loast,"l:absent,o:absent,a:correct,s:absent,t:absent",imagy,"i:absent,m:absent,a:correct,g:present,y:absent",guava,"g:correct,u:correct,a:correct,v:correct,a:correct",,,,
2026-02-23T01:00:00,yes,attic,crane,"c:present,r:absent,a:present,n:absent,e:absent",socia,"s:absent,o:absent,c:present,i:correct,a:present",aulic,"a:correct,u:absent,l:absent,i:correct,c:correct",attic,"a:correct,t:correct,t:correct,i:correct,c:correct",,,,
2026-02-24T01:00:00,yes,buyer,crane,"c:absent,r:present,a:absent,n:absent,e:present",osier,"o:absent,s:absent,i:absent,e:correct,r:correct",luter,"l:absent,u:correct,t:absent,e:correct,r:correct",duper,"d:absent,u:correct,p:absent,e:correct,r:correct",buyer,"b:correct,u:correct,y:correct,e:correct,r:correct",,
2026-02-25T01:00:00,yes,shred,crane,"c:absent,r:present,a:absent,n:absent,e:present",osier,"o:absent,s:present,i:absent,e:correct,r:present",rules,"r:present,u:absent,l:absent,e:correct,s:present",strep,"s:correct,t:absent,r:correct,e:correct,p:absent",shred,"s:correct,h:correct,r:correct,e:correct,d:correct",,
2026-02-26T01:00:00,yes,lance,crane,"c:present,r:absent,a:present,n:present,e:correct",naice,"n:present,a:correct,i:absent,c:correct,e:correct",lance,"l:correct,a:correct,n:correct,c:correct,e:correct",,,,,,
2026-02-27T01:00:00,yes,dizzy,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:absent,o:absent,i:present,l:absent,s:absent",humid,"h:absent,u:absent,m:absent,i:present,d:present",dippy,"d:correct,i:correct,p:absent,p:absent,y:correct",divvy,"d:correct,i:correct,v:absent,v:absent,y:correct",dizzy,"d:correct,i:correct,z:correct,z:correct,y:correct"
2026-02-28T01:00:00,yes,hydra,crane,"c:absent,r:present,a:present,n:absent,e:absent",ioras,"i:absent,o:absent,r:present,a:present,s:absent",ultra,"u:absent,l:absent,t:absent,r:correct,a:correct",hydra,"h:correct,y:correct,d:correct,r:correct,a:correct",,,,
2026-03-01T01:00:00,yes,fluke,crane,"c:absent,r:absent,a:absent,n:absent,e:correct",toise,"t:absent,o:absent,i:absent,s:absent,e:correct",duple,"d:absent,u:present,p:absent,l:present,e:correct",glume,"g:absent,l:correct,u:correct,m:absent,e:correct",fluke,"f:correct,l:correct,u:correct,k:correct,e:correct",,
2026-03-02T01:00:00,yes,slime,crane,"c:absent,r:absent,a:absent,n:absent,e:correct",toise,"t:absent,o:absent,i:correct,s:present,e:correct",slide,"s:correct,l:correct,i:correct,d:absent,e:correct",slipe,"s:correct,l:correct,i:correct,p:absent,e:correct",slime,"s:correct,l:correct,i:correct,m:correct,e:correct",,
2026-03-03T01:00:00,yes,linen,crane,"c:absent,r:absent,a:absent,n:present,e:present",eosin,"e:present,o:absent,s:absent,i:present,n:correct",limen,"l:correct,i:correct,m:absent,e:correct,n:correct",liken,"l:correct,i:correct,k:absent,e:correct,n:correct",liven,"l:correct,i:correct,v:absent,e:correct,n:correct",linen,"l:correct,i:correct,n:correct,e:correct,n:correct"
2026-03-04T01:00:00,yes,theft,crane,"c:absent,r:absent,a:absent,n:absent,e:present",solei,"s:absent,o:absent,l:absent,e:present,i:absent",dempt,"d:absent,e:present,m:absent,p:absent,t:correct",wheft,"w:absent,h:correct,e:correct,f:correct,t:correct",theft,"t:correct,h:correct,e:correct,f:correct,t:correct",,
2026-03-05T01:00:00,yes,sheep,crane,"c:absent,r:absent,a:absent,n:absent,e:present",solei,"s:correct,o:absent,l:absent,e:correct,i:absent",styed,"s:correct,t:absent,y:absent,e:correct,d:absent",shmek,"s:correct,h:correct,m:absent,e:correct,k:absent",sheep,"s:correct,h:correct,e:correct,e:correct,p:correct",,
2026-03-06T01:00:00,yes,gunky,crane,"c:absent,r:absent,a:absent,n:present,e:absent",oslin,"o:absent,s:absent,l:absent,i:absent,n:present",punty,"p:absent,u:correct,n:correct,t:absent,y:correct",gundy,"g:correct,u:correct,n:correct,d:absent,y:correct",gunky,"g:correct,u:correct,n:correct,k:correct,y:correct",,
2026-03-07T01:00:00,yes,vogue,crane,"c:absent,r:absent,a:absent,n:absent,e:correct",toise,"t:absent,o:correct,i:absent,s:absent,e:correct",poule,"p:absent,o:correct,u:present,l:absent,e:correct",mogue,"m:absent,o:correct,g:correct,u:correct,e:correct",bogue,"b:absent,o:correct,g:correct,u:correct,e:correct",vogue,"v:correct,o:correct,g:correct,u:correct,e:correct"
2026-03-08T01:00:00,no,,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:absent,o:correct,i:absent,l:present,s:absent",moldy,"m:absent,o:correct,l:present,d:absent,y:correct",loopy,"l:correct,o:correct,o:absent,p:absent,y:correct",loggy,"l:correct,o:correct,g:absent,g:absent,y:correct",looby,"l:correct,o:correct,o:absent,b:correct,y:correct"
2026-03-09T01:00:00,yes,hasty,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:present,l:absent,i:absent,o:absent,s:present",ustad,"u:absent,s:present,t:present,a:present,d:absent",pasty,"p:absent,a:correct,s:correct,t:correct,y:correct",masty,"m:absent,a:correct,s:correct,t:correct,y:correct",hasty,"h:correct,a:correct,s:correct,t:correct,y:correct"
2026-03-10T01:00:00,yes,shoal,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:present,l:present,i:absent,o:present,s:present",salto,"s:correct,a:present,l:present,t:absent,o:present",shola,"s:correct,h:correct,o:correct,l:present,a:present",shoal,"s:correct,h:correct,o:correct,a:correct,l:correct",,
2026-03-11T01:00:00,yes,teddy,crane,"c:absent,r:absent,a:absent,n:absent,e:present",solei,"s:absent,o:absent,l:absent,e:present,i:absent",dempt,"d:present,e:correct,m:absent,p:absent,t:present",teddy,"t:correct,e:correct,d:correct,d:correct,y:correct",,,,
2026-03-12T01:00:00,yes,smell,crane,"c:absent,r:absent,a:absent,n:absent,e:present",solei,"s:correct,o:absent,l:present,e:present,i:absent",spelt,"s:correct,p:absent,e:correct,l:correct,t:absent",skelm,"s:correct,k:absent,e:correct,l:correct,m:present",smell,"s:correct,m:correct,e:correct,l:correct,l:correct",,
2026-03-13T01:00:00,yes,eaten,crane,"c:absent,r:absent,a:present,n:present,e:present",neosa,"n:present,e:present,o:absent,s:absent,a:present",alien,"a:present,l:absent,i:absent,e:correct,n:correct",tapen,"t:present,a:correct,p:absent,e:correct,n:correct",eaten,"e:correct,a:correct,t:correct,e:correct,n:correct",,
2026-03-14T01:00:00,yes,ankle,crane,"c:absent,r:absent,a:present,n:present,e:correct",anise,"a:correct,n:correct,i:absent,s:absent,e:correct",anole,"a:correct,n:correct,o:absent,l:correct,e:correct",angle,"a:correct,n:correct,g:absent,l:correct,e:correct",ankle,"a:correct,n:correct,k:correct,l:correct,e:correct",,
2026-03-15T01:00:00,yes,grade,crane,"c:absent,r:correct,a:correct,n:absent,e:correct",urase,"u:absent,r:correct,a:correct,s:absent,e:correct",orate,"o:absent,r:correct,a:correct,t:absent,e:correct",irade,"i:absent,r:correct,a:correct,d:correct,e:correct",grade,"g:correct,r:correct,a:correct,d:correct,e:correct",,
2026-03-16T01:00:00,yes,drama,crane,"c:absent,r:correct,a:correct,n:absent,e:absent",orals,"o:absent,r:correct,a:correct,l:absent,s:absent",tragi,"t:absent,r:correct,a:correct,g:absent,i:absent",drapy,"d:correct,r:correct,a:correct,p:absent,y:absent",drama,"d:correct,r:correct,a:correct,m:correct,a:correct",,
2026-03-17T01:00:00,yes,clasp,crane,"c:correct,r:absent,a:correct,n:absent,e:absent",coals,"c:correct,o:absent,a:correct,l:present,s:present",clast,"c:correct,l:correct,a:correct,s:correct,t:absent",clasp,"c:correct,l:correct,a:correct,s:correct,p:correct",,,,
2026-03-18T01:00:00,yes,amply,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:correct,l:present,i:absent,o:absent,s:absent",adult,"a:correct,d:absent,u:absent,l:correct,t:absent",amply,"a:correct,m:correct,p:correct,l:correct,y:correct",,,,
2026-03-19T01:00:00,yes,rehab,crane,"c:absent,r:present,a:present,n:absent,e:present",aeros,"a:present,e:correct,r:present,o:absent,s:absent",retia,"r:correct,e:correct,t:absent,i:absent,a:present",relay,"r:correct,e:correct,l:absent,a:correct,y:absent",remap,"r:correct,e:correct,m:absent,a:correct,p:absent",rehab,"r:correct,e:correct,h:correct,a:correct,b:correct"
2026-03-20T01:00:00,yes,oasis,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:present,l:absent,i:present,o:present,s:correct",iotas,"i:present,o:present,t:absent,a:present,s:correct",oasis,"o:correct,a:correct,s:correct,i:correct,s:correct",,,,
2026-03-21T01:00:00,yes,slick,crane,"c:present,r:absent,a:absent,n:absent,e:absent",locis,"l:present,o:absent,c:present,i:present,s:present",sulci,"s:correct,u:absent,l:present,c:correct,i:present",slick,"s:correct,l:correct,i:correct,c:correct,k:correct",,,,
2026-03-22T01:00:00,yes,basil,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:present,l:present,i:present,o:absent,s:present",salmi,"s:present,a:correct,l:present,m:absent,i:present",basil,"b:correct,a:correct,s:correct,i:correct,l:correct",,,,
2026-03-23T01:00:00,yes,serif,crane,"c:absent,r:present,a:absent,n:absent,e:present",osier,"o:absent,s:present,i:present,e:present,r:present",liers,"l:absent,i:present,e:present,r:present,s:present",resit,"r:present,e:correct,s:present,i:correct,t:absent",serif,"s:correct,e:correct,r:correct,i:correct,f:correct",,
2026-03-24T01:00:00,yes,brood,crane,"c:absent,r:correct,a:absent,n:absent,e:absent",trios,"t:absent,r:correct,i:absent,o:correct,s:absent",drool,"d:present,r:correct,o:correct,o:correct,l:absent",brood,"b:correct,r:correct,o:correct,o:correct,d:correct",,,,
2026-03-25T01:00:00,yes,wiser,crane,"c:absent,r:present,a:absent,n:absent,e:present",osier,"o:absent,s:present,i:present,e:correct,r:correct",siler,"s:present,i:correct,l:absent,e:correct,r:correct",miser,"m:absent,i:correct,s:correct,e:correct,r:correct",wiser,"w:correct,i:correct,s:correct,e:correct,r:correct",,
2026-03-26T01:00:00,yes,befit,crane,"c:absent,r:absent,a:absent,n:absent,e:present",solei,"s:absent,o:absent,l:absent,e:present,i:present",tepid,"t:present,e:correct,p:absent,i:correct,d:absent",metif,"m:absent,e:correct,t:present,i:correct,f:present",befit,"b:correct,e:correct,f:correct,i:correct,t:correct",,
2026-03-27T01:00:00,yes,ivory,crane,"c:absent,r:present,a:absent,n:absent,e:absent",loirs,"l:absent,o:present,i:present,r:correct,s:absent",impro,"i:correct,m:absent,p:absent,r:correct,o:present",ivory,"i:correct,v:correct,o:correct,r:correct,y:correct",,,,
2026-03-28T01:00:00,yes,afoot,crane,"c:absent,r:absent,a:present,n:absent,e:absent",alios,"a:correct,l:absent,i:absent,o:correct,s:absent",adbot,"a:correct,d:absent,b:absent,o:correct,t:correct",afoot,"a:correct,f:correct,o:correct,o:correct,t:correct",,,,
2026-03-29T01:00:00,yes,chump,crane,"c:correct,r:absent,a:absent,n:absent,e:absent",coils,"c:correct,o:absent,i:absent,l:absent,s:absent",chump,"c:correct,h:correct,u:correct,m:correct,p:correct",,,,,,
2026-03-30T01:00:00,yes,comet,crane,"c:correct,r:absent,a:absent,n:absent,e:present",coles,"c:correct,o:correct,l:absent,e:correct,s:absent",coted,"c:correct,o:correct,t:present,e:correct,d:absent",comet,"c:correct,o:correct,m:correct,e:correct,t:correct",,,,
2026-03-31T01:00:00,yes,swamp,crane,"c:absent,r:absent,a:correct,n:absent,e:absent",loast,"l:absent,o:absent,a:correct,s:present,t:absent",spahi,"s:correct,p:present,a:correct,h:absent,i:absent",swamp,"s:correct,w:correct,a:correct,m:correct,p:correct",,,,
2026-04-01T01:00:00,yes,fizzy,crane,"c:absent,r:absent,a:absent,n:absent,e:absent",toils,"t:absent,o:absent,i:present,l:absent,s:absent",humid,"h:absent,u:absent,m:absent,i:present,d:absent",gippy,"g:absent,i:correct,p:absent,p:absent,y:correct",bikky,"b:absent,i:correct,k:absent,k:absent,y:correct",fizzy,"f:correct,i:correct,z:correct,z:correct,y:correct"
2026-04-02T01:00:00,yes,sober,crane,"c:absent,r:present,a:absent,n:absent,e:present",osier,"o:present,s:present,i:absent,e:correct,r:correct",soler,"s:correct,o:correct,l:absent,e:correct,r:correct",soger,"s:correct,o:correct,g:absent,e:correct,r:correct",sober,"s:correct,o:correct,b:correct,e:correct,r:correct",,
2026-04-03T01:00:00,yes,singe,crane,"c:absent,r:absent,a:absent,n:present,e:correct",noise,"n:present,o:absent,i:present,s:present,e:correct",singe,"s:correct,i:correct,n:correct,g:correct,e:correct",,,,,,
2026-04-04T01:00:00,yes,sandy,crane,"c:absent,r:absent,a:present,n:present,e:absent",naios,"n:present,a:correct,i:absent,o:absent,s:present",tansu,"t:absent,a:correct,n:correct,s:present,u:absent",sandy,"s:correct,a:correct,n:correct,d:correct,y:correct",,,,
2026-04-05T01:00:00,yes,envoy,crane,"c:absent,r:absent,a:absent,n:present,e:present",eosin,"e:correct,o:present,s:absent,i:absent,n:present",endow,"e:correct,n:correct,d:absent,o:correct,w:absent",envoy,"e:correct,n:correct,v:correct,o:correct,y:correct",,,,
2026-04-06T01:00:00,yes,sworn,crane,"c:absent,r:present,a:absent,n:present,e:absent",nosir,"n:present,o:present,s:present,i:absent,r:present",snort,"s:correct,n:present,o:correct,r:correct,t:absent",shorn,"s:correct,h:absent,o:correct,r:correct,n:correct",sworn,"s:correct,w:correct,o:correct,r:correct,n:correct",,
2026-04-07T01:00:00,yes,dense,crane,"c:absent,r:absent,a:absent,n:present,e:correct",noise,"n:present,o:absent,i:absent,s:correct,e:correct",lense,"l:absent,e:correct,n:correct,s:correct,e:correct",tense,"t:absent,e:correct,n:correct,s:correct,e:correct",dense,"d:correct,e:correct,n:correct,s:correct,e:correct",,
2026-04-08T01:00:00,yes,inlet,crane,"c:absent,r:absent,a:absent,n:present,e:present",eosin,"e:present,o:absent,s:absent,i:present,n:present",inlet,"i:correct,n:correct,l:correct,e:correct,t:correct",,,,,,
2026-04-09T01:00:00,yes,laden,crane,"c:absent,r:absent,a:present,n:present,e:present",neosa,"n:present,e:present,o:absent,s:absent,a:present",alien,"a:present,l:present,i:absent,e:correct,n:correct",laten,"l:correct,a:correct,t:absent,e:correct,n:correct",laden,"l:correct,a:correct,d:correct,e:correct,n:correct",,
2026-04-10T01:00:00,yes,carom,crane,"c:correct,r:present,a:present,n:absent,e:absent",carls,"c:correct,a:correct,r:correct,l:absent,s:absent",carom,"c:correct,a:correct,r:correct,o:correct,m:correct",,,,,,
2026-04-11T01:00:00,yes,prude,crane,"c:absent,r:correct,a:absent,n:absent,e:correct",prose,"p:correct,r:correct,o:absent,s:absent,e:correct",pride,"p:correct,r:correct,i:absent,d:correct,e:correct",prude,"p:correct,r:correct,u:correct,d:correct,e:correct",,,,
2026-04-12T01:00:00,yes,alley,crane,"c:absent,r:absent,a:present,n:absent,e:present",aloes,"a:correct,l:correct,o:absent,e:correct,s:absent",almeh,"a:correct,l:correct,m:absent,e:correct,h:absent",aldea,"a:correct,l:correct,d:absent,e:correct,a:absent",alley,"a:correct,l:correct,l:correct,e:correct,y:correct",,
2026-04-13T01:00:00,yes,elfin,crane,"c:absent,r:absent,a:absent,n:present,e:present",eosin,"e:correct,o:absent,s:absent,i:correct,n:correct",eldin,"e:correct,l:correct,d:absent,i:correct,n:correct",elfin,"e:correct,l:correct,f:correct,i:correct,n:correct",,,,
2026-04-14T01:00:00,yes,cycle,crane,"c:correct,r:absent,a:absent,n:absent,e:correct",cosie,"c:correct,o:absent,s:absent,i:absent,e:correct",chute,"c:correct,h:absent,u:absent,t:absent,e:correct",clype,"c:correct,l:present,y:present,p:absent,e:correct",cycle,"c:correct,y:correct,c:correct,l:correct,e:correct",,
2026-04-15T01:00:00,yes,begun,crane,"c:absent,r:absent,a:absent,n:present,e:present",eosin,"e:present,o:absent,s:absent,i:absent,n:correct",lumen,"l:absent,u:present,m:absent,e:present,n:correct",begun,"b:correct,e:correct,g:correct,u:correct,n:correct",,,,
2026-04-16T01:00:00,yes,cubit,crane,"c:correct,r:absent,a:absent,n:absent,e:absent",coils,"c:correct,o:absent,i:present,l:absent,s:absent",cubit,"c:correct,u:correct,b:correct,i:correct,t:correct",,,,,,
2026-04-17T01:00:00,yes,belle,crane,"c:absent,r:absent,a:absent,n:absent,e:correct",toise,"t:absent,o:absent,i:absent,s:absent,e:correct",duple,"d:absent,u:absent,p:absent,l:correct,e:correct",belle,"b:correct,e:correct,l:correct,l:correct,e:correct",,,,
2026-04-18T01:00:00,yes,toady,crane,"c:absent,r:absent,a:correct,n:absent,e:absent",loast,"l:absent,o:correct,a:correct,s:absent,t:present",toady,"t:correct,o:correct,a:correct,d:correct,y:correct",,,,,,
2026-04-19T01:00:00,yes,stand,crane,"c:absent,r:absent,a:correct,n:correct,e:absent",loans,"l:absent,o:absent,a:correct,n:correct,s:present",stand,"s:correct,t:correct,a:correct,n:correct,d:correct",,,,,,
2026-04-20T01:00:00,no,,crane,"c:absent,r:absent,a:correct,n:absent,e:correct",slate,"s:absent,l:absent,a:correct,t:absent,e:correct",poake,"p:absent,o:absent,a:correct,k:absent,e:correct",image,"i:absent,m:absent,a:correct,g:absent,e:correct",buaze,"b:absent,u:absent,a:correct,z:absent,e:correct",evade,"e:present,v:present,a:correct,d:absent,e:correct"
2026-04-21T01:00:00,yes,clump,crane,"c:correct,r:absent,a:absent,n:absent,e:absent",coils,"c:correct,o:absent,i:absent,l:present,s:absent",culty,"c:correct,u:present,l:present,t:absent,y:absent",clump,"c:correct,l:correct,u:correct,m:correct,p:correct",,,,
2026-04-22T01:00:00,yes,snore,crane,"c:absent,r:present,a:absent,n:present,e:correct",snore,"s:correct,n:correct,o:correct,r:correct,e:correct",,,,,,,,
2026-04-23T01:00:00,yes,tweet,crane,"c:absent,r:absent,a:absent,n:absent,e:present",solei,"s:absent,o:absent,l:absent,e:correct,i:absent",muted,"m:absent,u:absent,t:present,e:correct,d:absent",typey,"t:correct,y:absent,p:absent,e:correct,y:absent",theek,"t:correct,h:absent,e:correct,e:correct,k:absent",tweet,"t:correct,w:correct,e:correct,e:correct,t:correct"
